postcode	suburb	no_permits	opacity	type	cost_of_works
3356	BONSHAW	344	0.6880	Rural	44710648
3357	BUNINYONG	79	0.1580	Rural	10467355
3360	HAPPY VALLEY	13	0.0260	Rural	977386
3361	SKIPTON	6	0.0120	Rural	237873
3363	CRESWICK	59	0.1180	Rural	5103721
3364	ALLENDALE	55	0.1100	Rural	6255225
3370	CLUNES	39	0.0780	Rural	6110324
3371	BURNBANK	22	0.0440	Rural	1157225
3373	BEAUFORT	74	0.1480	Rural	18568549
3374	GREAT WESTERN	6	0.0120	Rural	315157
3375	BUANGOR	3	0.0060	Rural	31063
3377	ARARAT	124	0.2480	Rural	12713565
3378	TATYOON	2	0.0040	Rural	51960
3379	CHATSWORTH	9	0.0180	Rural	568293
3380	STAWELL	92	0.1840	Rural	7918324
3381	BELLELLEN	48	0.0960	Metropolitan	3757720
3384	BARKLY	14	0.0280	Rural	2046596
3385	DADSWELLS BRIDGE	4	0.0080	Rural	833435
3387	CALLAWADDA	3	0.0060	Rural	496918
3388	RUPANYUP	6	0.0120	Rural	449077
3390	MURTOA	16	0.0320	Rural	1078263
3391	BRIM	1	0.0020	Rural	11900
3392	MINYIP	9	0.0180	Rural	837365
3393	LAH	37	0.0740	Rural	1963732
3395	BEULAH	9	0.0180	Rural	1017268
3396	HOPETOUN	18	0.0360	Rural	2748989
3400	HORSHAM	241	0.4820	Rural	31176191
3401	BRIMPAEN	67	0.1340	Rural	6836909
3402	HORSHAM	30	0.0600	Rural	15526869
3407	BALMORAL	4	0.0080	Rural	187619
3409	ARAPILES	15	0.0300	Rural	1663876
3412	GOROKE	7	0.0140	Rural	336701
3413	MINIMAY	9	0.0180	Rural	1161578
3414	DIMBOOLA	21	0.0420	Rural	796133
3418	BROUGHTON	44	0.0880	Rural	7087896
3419	KANIVA	18	0.0360	Rural	790885
3420	LILLIMUR	2	0.0040	Rural	454149
3423	JEPARIT	10	0.0200	Rural	326941
3424	RAINBOW	9	0.0180	Rural	761946
3427	DIGGERS REST	41	0.0820	Metropolitan	5078081
3428	BULLA	12	0.0240	Metropolitan	2809295
3429	SUNBURY	533	1.0660	Metropolitan	66726990
3430	CLARKEFIELD	4	0.0080	Metropolitan	90930
3431	RIDDELLS CREEK	91	0.1820	Rural	9077459
3432	BOLINDA	7	0.0140	Rural	760200
3433	MONEGEETTA	7	0.0140	Rural	480350
3434	CHEROKEE	89	0.1780	Metropolitan	11581781
3435	GOLDIE	77	0.1540	Rural	8807542
3437	BULLENGAROOK	188	0.3760	Rural	27575526
3438	NEW GISBORNE	54	0.1080	Rural	6269031
3440	MACEDON	29	0.0580	Rural	2899160
3441	MOUNT MACEDON	12	0.0240	Rural	2527409
3442	ASHBOURNE	137	0.2740	Rural	21723787
3444	BARFOLD	259	0.5180	Rural	36089545
3446	DRUMMOND NORTH	26	0.0520	Rural	3485469
3447	TARADALE	2	0.0040	Rural	602000
3448	ELPHINSTONE	23	0.0460	Rural	2205925
3450	CASTLEMAINE	148	0.2960	Metropolitan	17929156
3451	BARKERS CREEK	159	0.3180	Rural	17007519
3453	HARCOURT	45	0.0900	Rural	3316229
3458	BLACKWOOD	68	0.1360	Rural	7589007
3460	DAYLESFORD	98	0.1960	Metropolitan	18315424
3461	BULLARTO	109	0.2180	Rural	11158847
3462	GREEN GULLY	20	0.0400	Rural	2554202
3463	BARINGHUP	66	0.1320	Rural	4792052
3464	CARISBROOK	40	0.0800	Rural	2913590
3465	ADELAIDE LEAD	202	0.4040	Metropolitan	14823023
3467	AVOCA	43	0.0860	Rural	5086236
3468	AMPHITHEATRE	6	0.0120	Rural	141462
3469	ELMHURST	7	0.0140	Rural	512595
3472	BET BET	23	0.0460	Rural	1285651
3475	ARCHDALE JUNCTION	5	0.0100	Rural	270783
3477	BEAZLEYS BRIDGE	8	0.0160	Rural	511777
3478	MOONAMBEL	42	0.0840	Rural	3025915
3480	DONALD	22	0.0440	Rural	1026043
3483	BALLAPUR	27	0.0540	Rural	2215615
3485	BANYAN	5	0.0100	Rural	810526
3487	LASCELLES	1	0.0020	Rural	40000
3490	OUYEN	26	0.0520	Rural	1811068
3491	PATCHEWOLLOCK	1	0.0020	Rural	24400
3494	CARWARP	18	0.0360	Rural	5947600
3496	CARDROSS	120	0.2400	Rural	12464986
3498	IRYMPLE	111	0.2220	Rural	10161152
3500	MILDURA	317	0.6340	Rural	48985256
3501	HATTAH	52	0.1040	Rural	6980905
3502	MILDURA	284	0.5680	Rural	42783954
3505	BIRDWOODTON	79	0.1580	Rural	7270591
3507	WALPEUP	2	0.0040	Rural	25989
3509	UNDERBOOL	3	0.0060	Rural	52168
3512	MURRAYVILLE	3	0.0060	Rural	105262
3515	MARONG	65	0.1300	Rural	9164744
3516	BRIDGEWATER	22	0.0440	Rural	2193406
3517	BEARS LAGOON	20	0.0400	Rural	1327782
3518	FENTONS CREEK	35	0.0700	Rural	1841067
3520	KORONG VALE	2	0.0040	Rural	16230
3521	PYALONG	17	0.0340	Metropolitan	1645240
3522	TOOBORAC	5	0.0100	Rural	630891
3523	ARGYLE	89	0.1780	Rural	6326983
3525	CHARLTON	32	0.0640	Rural	1441179
3527	WYCHEPROOF	14	0.0280	Rural	1663193
3529	NULLAWIL	1	0.0020	Rural	527723
3530	CULGOA	4	0.0080	Rural	153900
3531	BERRIWILLOCK	4	0.0080	Rural	135900
3533	NANDALY	14	0.0280	Rural	783835
3537	BARRAPORT WEST	22	0.0440	Rural	804393
3540	CANNIE	11	0.0220	Rural	279841
3542	LALBERT	2	0.0040	Rural	11910
3544	WAITCHIE	1	0.0020	Rural	56900
3546	MANANGATANG	3	0.0060	Rural	172280
3549	ANNUELLO	49	0.0980	Rural	6243561
3550	BENDIGO	809	1.6180	Metropolitan	140736341
3551	ARNOLD	1064	2.1280	Rural	140215513
3552	BENDIGO	51	0.1020	Rural	16978240
3555	BIG HILL	444	0.8880	Rural	71172107
3556	CALIFORNIA GULLY	399	0.7980	Rural	64264618
3557	FOSTERVILLE	11	0.0220	Rural	884263
3558	BURNEWANG	28	0.0560	Rural	1131765
3559	AVONMORE	11	0.0220	Rural	1079690
3561	BALLENDELLA	101	0.2020	Rural	7072236
3562	TORRUMBARRY	6	0.0120	Rural	706556
3563	LOCKINGTON	14	0.0280	Rural	1347262
3564	ECHUCA	306	0.6120	Rural	81241479
3565	KOTTA	3	0.0060	Rural	484379
3566	GUNBOWER	10	0.0200	Rural	1166577
3567	HORFIELD	5	0.0100	Rural	694170
3568	COHUNA	60	0.1200	Rural	3649051
3570	DRUMMARTIN	20	0.0400	Rural	2231347
3571	DINGEE	3	0.0060	Rural	129636
3572	TENNYSON	2	0.0040	Metropolitan	37700
3573	Calivil	5	0.0100	Rural	944583
3575	LODDON VALE	12	0.0240	Rural	1054100
3576	DURHAM OX	4	0.0080	Rural	257830
3579	BENJEROOP	106	0.2120	Rural	13863875
3580	KOONDROOK	18	0.0360	Rural	2236258
3581	LAKE CHARM	4	0.0080	Rural	101940
3583	TRESCO	1	0.0020	Rural	22000
3584	LAKE BOGA	22	0.0440	Rural	1759660
3585	CASTLE DONNINGTON	211	0.4220	Rural	21566649
3586	MURRAWEE	14	0.0280	Rural	461594
3588	WOORINEN SOUTH	1	0.0020	Rural	20000
3589	WOORINEN	14	0.0280	Rural	1459981
3590	BEVERFORD	4	0.0080	Rural	217155
3591	VINIFERA	5	0.0100	Rural	412840
3594	NYAH	4	0.0080	Rural	156050
3595	NYAH WEST	5	0.0100	Rural	80650
3596	TOWAN	3	0.0060	Rural	77330
3597	KENLEY	10	0.0200	Rural	1097775
3599	BOUNDARY BEND	4	0.0080	Rural	403458
3608	BAILIESTON	78	0.1560	Rural	12489107
3610	DHURRINGILE	30	0.0600	Rural	12440555
3612	RUSHWORTH	31	0.0620	Rural	1750937
3614	TOOLAMBA	23	0.0460	Rural	2251375
3616	GILLIESTON	96	0.1920	Rural	10522400
3617	BYRNESIDE	2	0.0040	Rural	19460
3618	MERRIGUM	5	0.0100	Rural	378450
3619	KYABRAM	5	0.0100	Rural	956460
3620	KYABRAM	102	0.2040	Rural	10149173
3621	KY VALLEY	34	0.0680	Rural	5158912
3622	KOYUGA	7	0.0140	Rural	252749
3623	STANHOPE	11	0.0220	Rural	530007
3624	GIRGARRE	7	0.0140	Rural	926821
3629	ARDMONA	100	0.2000	Rural	9481697
3630	SHEPPARTON	490	0.9800	Rural	61392795
3631	ARCADIA	280	0.5600	Rural	34452181
3632	SHEPPARTON	32	0.0640	Rural	2638135
3633	CONGUPNA	10	0.0200	Rural	685138
3634	BUNBARTHA	21	0.0420	Rural	2092405
3635	WUNGHNU	8	0.0160	Rural	832723
3636	INVERGORDON	82	0.1640	Rural	7256750
3637	WAAIA	10	0.0200	Rural	561111
3638	NATHALIA	35	0.0700	Rural	3227716
3639	BARMAH	9	0.0180	Rural	440526
3640	KATUNGA	16	0.0320	Rural	4824282
3641	BEARII	19	0.0380	Rural	1184604
3643	COBRAM	17	0.0340	Rural	2773582
3644	COBRAM	84	0.1680	Rural	8220031
3646	DOOKIE	12	0.0240	Rural	720737
3647	DOOKIE COLLEGE	3	0.0060	Rural	99500
3649	KATAMATITE	10	0.0200	Rural	1340608
3658	BROADFORD	135	0.2700	Metropolitan	14502686
3659	TALLAROOK	15	0.0300	Rural	3188088
3660	HIGHLANDS	102	0.2040	Rural	37309332
3661	SEYMOUR	2	0.0040	Rural	353517
3663	MANGALORE	5	0.0100	Rural	706595
3664	AVENEL	23	0.0460	Rural	4063313
3665	LOCKSLEY	5	0.0100	Rural	274500
3666	BALMATTUM	109	0.2180	Rural	10657776
3669	BOHO	40	0.0800	Rural	2494732
3670	BADDAGINNIE	9	0.0180	Metropolitan	854459
3671	BENALLA	2	0.0040	Rural	284800
3672	BENALLA	193	0.3860	Metropolitan	17481330
3673	GOOMALIBEE	30	0.0600	Metropolitan	2550036
3675	BOWEYA	21	0.0420	Rural	1207700
3676	WANGARATTA	54	0.1080	Rural	8100238
3677	WANGARATTA	333	0.6660	Rural	35910011
3678	BOBINAWARRAH	109	0.2180	Rural	8504530
3682	BORALMA	9	0.0180	Rural	428353
3683	CHILTERN	31	0.0620	Rural	3579432
3685	BOORHAMAN NORTH	53	0.1060	Metropolitan	8503887
3687	WAHGUNYAH	35	0.0700	Metropolitan	4490904
3688	BARNAWARTHA	22	0.0440	Rural	1723305
3689	WODONGA	3	0.0060	Rural	250000
3690	WEST WODONGA	557	1.1140	Rural	118056736
3691	ALLANS FLAT	238	0.4760	Metropolitan	26075961
3695	CHARLEROI	7	0.0140	Rural	699088
3697	TAWONGA	15	0.0300	Rural	1514787
3698	TAWONGA SOUTH	18	0.0360	Rural	1832591
3699	BOGONG	44	0.0880	Rural	1760170
3700	BULLIOH	26	0.0520	Rural	1015696
3701	DARTMOUTH	20	0.0400	Rural	1996501
3705	CUDGEWA	5	0.0100	Rural	640235
3707	BIGGARA	33	0.0660	Rural	3779037
3708	TINTALDRA	2	0.0040	Rural	80000
3709	PINE MOUNTAIN	7	0.0140	Rural	402290
3711	BUXTON	18	0.0360	Rural	3074655
3712	RUBICON	6	0.0120	Rural	736011
3713	EILDON	33	0.0660	Rural	3239572
3714	ACHERON	87	0.1740	Rural	10130734
3715	ANCONA	5	0.0100	Rural	680000
3717	FLOWERDALE	57	0.1140	Rural	6915973
3718	MOLESWORTH	1	0.0020	Rural	380000
3719	KANUMBRA	10	0.0200	Rural	239749
