postcode	suburb	no_permits	opacity	type	cost_of_works
3342	BALLAN	84	0.1680	Metropolitan	10212123
3345	GORDON	23	0.0460	Rural	2442980
3350	ALFREDTON	1133	2.2660	Metropolitan	198881436
3351	BERRINGA	169	0.3380	Rural	13668127
3352	BLOWHARD	444	0.8880	Rural	58921002
3353	BALLARAT	80	0.1600	Rural	9606612
3355	LAKE GARDENS	178	0.3560	Rural	43402850
3356	DELACOMBE	346	0.6920	Rural	47576409
3357	BUNINYONG	105	0.2100	Rural	14303635
3360	HAPPY VALLEY	12	0.0240	Rural	601599
3361	SKIPTON	14	0.0280	Rural	1006438
3363	CRESWICK	67	0.1340	Rural	9523124
3364	ALLENDALE	64	0.1280	Rural	7922020
3370	CLUNES	47	0.0940	Rural	2608193
3371	AMHERST	26	0.0520	Rural	965442
3373	BEAUFORT	52	0.1040	Rural	5717997
3374	GREAT WESTERN	9	0.0180	Rural	175080
3375	BUANGOR	1	0.0020	Rural	12000
3377	ARARAT	152	0.3040	Rural	25584194
3379	CHATSWORTH	8	0.0160	Rural	915108
3380	STAWELL	75	0.1500	Rural	11816894
3381	BELLELLEN	42	0.0840	Metropolitan	3635306
3384	BARKLY	17	0.0340	Rural	558588
3385	DEEP LEAD	6	0.0120	Rural	89250
3387	CALLAWADDA	5	0.0100	Metropolitan	425707
3388	BANYENA	14	0.0280	Rural	1288698
3390	KEWELL	15	0.0300	Rural	1656776
3391	BRIM	3	0.0060	Rural	77596
3392	MINYIP	8	0.0160	Rural	602714
3393	WARRACKNABEAL	37	0.0740	Rural	3974761
3395	BEULAH	2	0.0040	Rural	48780
3396	HOPETOUN	13	0.0260	Rural	827245
3400	HORSHAM	314	0.6280	Rural	42893862
3401	BLACKHEATH	104	0.2080	Rural	10947118
3402	HORSHAM	21	0.0420	Rural	2115883
3407	BALMORAL	10	0.0200	Rural	2179567
3409	MITRE	11	0.0220	Rural	876740
3412	GOROKE	7	0.0140	Rural	718376
3413	MINIMAY	4	0.0080	Rural	1162227
3414	DIMBOOLA	24	0.0480	Rural	3576566
3418	GERANG GERUNG	50	0.1000	Rural	5268022
3419	KANIVA	15	0.0300	Rural	962267
3420	LILLIMUR	4	0.0080	Rural	191896
3423	JEPARIT	9	0.0180	Rural	576566
3424	RAINBOW	8	0.0160	Rural	2551462
3427	DIGGERS REST	26	0.0520	Metropolitan	2292818
3428	BULLA	9	0.0180	Metropolitan	8541255
3429	SUNBURY	634	1.2680	Metropolitan	91583318
3430	CLARKEFIELD	6	0.0120	Metropolitan	540607
3431	RIDDELLS CREEK	112	0.2240	Rural	18491875
3432	BOLINDA	5	0.0100	Rural	441237
3433	MONEGEETTA	7	0.0140	Rural	379170
3434	CHEROKEE	89	0.1780	Rural	9884032
3435	BENLOCH	67	0.1340	Rural	8449632
3437	BULLENGAROOK	270	0.5400	Metropolitan	47514541
3438	NEW GISBORNE	56	0.1120	Rural	4892631
3440	MACEDON	28	0.0560	Rural	6133693
3441	MOUNT MACEDON	25	0.0500	Rural	4886334
3442	ASHBOURNE	185	0.3700	Rural	30153902
3444	BARFOLD	250	0.5000	Rural	41287848
3446	DRUMMOND NORTH	34	0.0680	Rural	2437124
3447	TARADALE	13	0.0260	Rural	889441
3448	Elphingstone	22	0.0440	Rural	1953378
3450	CASTLEMAINE	158	0.3160	Rural	61132702
3451	BARKERS CREEK	137	0.2740	Rural	13650228
3453	HARCOURT	32	0.0640	Rural	2568742
3458	BARRYS REEF	79	0.1580	Rural	9903523
3460	DAYLESFORD	88	0.1760	Rural	9674211
3461	BULLARTO	128	0.2560	Rural	14854748
3462	GREEN GULLY	23	0.0460	Rural	1585314
3463	BARINGHUP	62	0.1240	Metropolitan	8495036
3464	CARISBROOK	28	0.0560	Rural	4064923
3465	ALMA	192	0.3840	Rural	23525656
3467	AVOCA	27	0.0540	Rural	3729788
3468	AMPHITHEATRE	10	0.0200	Rural	644576
3469	ELMHURST	9	0.0180	Rural	1025816
3472	BET BET	24	0.0480	Rural	1194983
3475	ARCHDALE	6	0.0120	Rural	93100
3477	CARAPOOEE	15	0.0300	Rural	2728561
3478	DOOBOOBETIC	52	0.1040	Rural	5514533
3480	AREEGRA	27	0.0540	Rural	965872
3482	WATCHEM	3	0.0060	Rural	28200
3483	BIRCHIP	17	0.0340	Rural	1462853
3485	WOOMELANG	7	0.0140	Rural	326859
3488	SPEED	1	0.0020	Rural	11000
3489	TEMPY	1	0.0020	Rural	14300
3490	OUYEN	21	0.0420	Rural	1716781
3494	CARWARP	8	0.0160	Rural	540437
3496	CARDROSS	130	0.2600	Rural	15964286
3498	IRYMPLE	99	0.1980	Rural	11205379
3500	MILDURA	328	0.6560	Rural	51905696
3501	KOORLONG	51	0.1020	Rural	4753903
3502	MILDURA	358	0.7160	Metropolitan	56714575
3505	BIRDWOODTON	86	0.1720	Rural	10581599
3506	COWANGIE	1	0.0020	Rural	300000
3507	WALPEUP	1	0.0020	Rural	11400
3509	UNDERBOOL	2	0.0040	Rural	69518
3512	MURRAYVILLE	4	0.0080	Rural	23480
3515	MARONG	52	0.1040	Rural	5766680
3516	BRIDGEWATER	21	0.0420	Rural	1928470
3517	INGLEWOOD	27	0.0540	Rural	1292356
3518	BORUNG	28	0.0560	Rural	3019600
3520	KORONG VALE	1	0.0020	Rural	8800
3521	PYALONG	20	0.0400	Rural	2258408
3522	TOOBORAC	3	0.0060	Rural	281300
3523	COSTERFIELD	92	0.1840	Rural	4065725
3525	BUCKRABANYULE	15	0.0300	Rural	4385925
3527	TEDDYWADDY	9	0.0180	Rural	1163436
3529	NULLAWIL	2	0.0040	Rural	117200
3531	BERRIWILLOCK	1	0.0020	Rural	38889
3533	NINDA	15	0.0300	Rural	2062253
3537	BARRAPORT	30	0.0600	Rural	11064687
3540	QUAMBATOOK	2	0.0040	Rural	208000
3544	ULTIMA	5	0.0100	Rural	346040
3546	MANANGATANG	11	0.0220	Rural	783797
3549	ANNUELLO	71	0.1420	Rural	15897433
3550	BENDIGO	796	1.5920	Metropolitan	150045936
3551	ARNOLD	917	1.8340	Rural	115743612
3552	BENDIGO	110	0.2200	Rural	13942003
3555	BIG HILL	424	0.8480	Metropolitan	54318432
3556	CALIFORNIA GULLY	228	0.4560	Rural	25469729
3557	BARNADOWN	16	0.0320	Rural	2192091
3558	ELMORE	24	0.0480	Rural	3447099
3559	AVONMORE	12	0.0240	Rural	2165915
3561	BALLENDELLA	76	0.1520	Rural	7081225
3562	TORRUMBARRY	8	0.0160	Rural	881510
3563	LOCKINGTON	13	0.0260	Rural	2406822
3564	ECHUCA	412	0.8240	Rural	57042328
3566	GUNBOWER	9	0.0180	Rural	1404641
3567	HORFIELD	9	0.0180	Rural	868308
3568	COHUNA	43	0.0860	Rural	3556322
3570	DRUMMARTIN	13	0.0260	Rural	1286568
3571	DINGEE	3	0.0060	Rural	191785
3572	PRAIRIE	10	0.0200	Rural	5506442
3573	CALIVIL	3	0.0060	Rural	100113
3575	PYRAMID HILL	11	0.0220	Rural	2126561
3579	APPIN	117	0.2340	Rural	8616445
3580	KOONDROOK	24	0.0480	Rural	1426011
3581	LAKE CHARM	3	0.0060	Rural	130500
3583	TRESCO	1	0.0020	Rural	5425
3584	LAKE BOGA	15	0.0300	Rural	1418600
3585	CASTLE DONNINGTON	284	0.5680	Rural	32774442
3586	MURRAWEE	18	0.0360	Rural	1812023
3588	WOORINEN SOUTH	4	0.0080	Rural	103300
3589	WOORINEN	15	0.0300	Rural	1495730
3590	BEVERFORD	3	0.0060	Rural	864973
3591	VINIFERA	4	0.0080	Rural	102200
3594	NYAH	10	0.0200	Rural	357125
3595	NYAH WEST	12	0.0240	Rural	531118
3596	WOOD WOOD	3	0.0060	Rural	211524
3597	KENLEY	7	0.0140	Rural	279560
3599	BOUNDARY BEND	2	0.0040	Rural	115000
3607	TABILK	7	0.0140	Rural	1628879
3608	BAILIESTON	75	0.1500	Rural	7602583
3610	DHURRINGILE	26	0.0520	Rural	3563255
3612	MOORA	35	0.0700	Rural	4107411
3614	TOOLAMBA	28	0.0560	Rural	2569403
3616	COOMA	101	0.2020	Rural	10040269
3617	BYRNESIDE	1	0.0020	Rural	48940
3618	MERRIGUM	8	0.0160	Rural	75294
3619	KYABRAM	10	0.0200	Rural	8614117
3620	KYABRAM	119	0.2380	Rural	11452264
3621	TONGALA	24	0.0480	Rural	3998760
3622	KOYUGA	7	0.0140	Rural	650936
3623	STANHOPE	10	0.0200	Rural	510099
3624	GIRGARRE	2	0.0040	Rural	185027
3629	ARDMONA	150	0.3000	Rural	17082275
3630	CANIAMBO	599	1.1980	Rural	79696473
3631	ARCADIA	347	0.6940	Rural	61686395
3632	SHEPPARTON	40	0.0800	Rural	21789471
3633	CONGUPNA	17	0.0340	Rural	1617049
3634	BUNBARTHA	28	0.0560	Rural	2605423
3635	KAARIMBA	11	0.0220	Rural	351361
3636	INVERGORDON	101	0.2020	Rural	7250092
3637	WAAIA	10	0.0200	Rural	457693
3638	KOTUPNA	48	0.0960	Rural	5315640
3639	BARMAH	13	0.0260	Rural	936949
3640	KATUNGA	26	0.0520	Rural	2514887
3641	STRATHMERTON	22	0.0440	Rural	2265213
3643	COBRAM	10	0.0200	Rural	7550959
3644	COBRAM	129	0.2580	Rural	15437714
3646	DOOKIE	8	0.0160	Rural	1262612
3647	DOOKIE COLLEGE	1	0.0020	Rural	160000
3649	KATAMATITE	9	0.0180	Rural	203875
3658	BROADFORD	235	0.4700	Rural	29159999
3659	TALLAROOK	15	0.0300	Rural	770091
3660	CAVEAT	132	0.2640	Rural	18076328
3661	SEYMOUR	2	0.0040	Metropolitan	84973
3662	PUCKAPUNYAL	2	0.0040	Rural	1608457
3663	MANGALORE	4	0.0080	Rural	151129
3664	AVENEL	24	0.0480	Rural	2460664
3665	LOCKSLEY	6	0.0120	Rural	318496
3666	BALMATTUM	145	0.2900	Rural	17980737
3669	BOHO	39	0.0780	Rural	1942458
3670	BADDAGINNIE	10	0.0200	Rural	962800
3671	BENALLA	24	0.0480	Rural	5504750
3672	BENALLA	220	0.4400	Rural	29033380
3673	BROKEN CREEK	27	0.0540	Rural	2325464
3675	GLENROWAN	38	0.0760	Rural	4832074
3676	WANGARATTA	77	0.1540	Rural	15377164
3677	WANGARATTA	380	0.7600	Rural	49858046
3678	BROOKFIELD	108	0.2160	Metropolitan	12394238
3682	NORONG	8	0.0160	Rural	839163
3683	CHILTERN	35	0.0700	Rural	3314590
3685	BRIMIN	73	0.1460	Metropolitan	7465076
3687	WAHGUNYAH	19	0.0380	Rural	3559672
3688	BARNAWARTHA	29	0.0580	Rural	3252566
3689	Wodonga	18	0.0360	Rural	10840248
3690	WEST WODONGA	683	1.3660	Rural	119976951
3691	ALLANS FLAT	224	0.4480	Rural	30322357
3694	BANDIANA	4	0.0080	Rural	699501
3695	CHARLEROI	12	0.0240	Rural	1146495
3697	TAWONGA	17	0.0340	Rural	2311828
3698	TAWONGA SOUTH	22	0.0440	Rural	2625426
3699	BOGONG	40	0.0800	Rural	2741701
3700	JARVIS CREEK	20	0.0400	Rural	2883527
3701	DARTMOUTH	14	0.0280	Rural	875856
3705	CUDGEWA	7	0.0140	Rural	117842
3707	COLAC COLAC	37	0.0740	Rural	2235260
3708	TINTALDRA	1	0.0020	Rural	3100
3709	WALWA	3	0.0060	Rural	1186455
3711	BUXTON	35	0.0700	Rural	4531225
3712	RUBICON	13	0.0260	Rural	795309
3713	EILDON	28	0.0560	Rural	2632522
3714	ACHERON	133	0.2660	Rural	40738827
