postcode	suburb	no_permits	opacity	type	cost_of_works
3199	FRANKSTON	613	1.2260	Metropolitan	193080320
3200	FRANKSTON NORTH	25	0.0500	Metropolitan	1946520
3201	CARRUM DOWNS	246	0.4920	Metropolitan	51972118
3202	HEATHERTON	16	0.0320	Metropolitan	6820459
3204	BENTLEIGH	525	1.0500	Metropolitan	104930091
3205	SOUTH MELBOURNE	209	0.4180	Metropolitan	69105870
3206	ALBERT PARK	210	0.4200	Metropolitan	49882792
3207	PORT MELBOURNE	225	0.4500	Metropolitan	125450192
3211	LITTLE RIVER	28	0.0560	Metropolitan	2153283
3212	AVALON	312	0.6240	Metropolitan	35043032
3214	CORIO	260	0.5200	Metropolitan	66978857
3215	BELL PARK	412	0.8240	Metropolitan	85043585
3216	BELMONT	1096	2.1920	Metropolitan	200542596
3217	ARMSTRONG CREEK	395	0.7900	Metropolitan	88116059
3218	GEELONG WEST	271	0.5420	Metropolitan	30776403
3219	BREAKWATER	262	0.5240	Metropolitan	25510215
3220	GEELONG	489	0.9780	Metropolitan	172431950
3221	ANAKIE	209	0.4180	Metropolitan	45305442
3222	CLIFTON SPRINGS	348	0.6960	Metropolitan	53205403
3223	INDENTED HEAD	244	0.4880	Metropolitan	38285212
3224	LEOPOLD	377	0.7540	Metropolitan	55177928
3225	POINT LONSDALE	166	0.3320	Metropolitan	33586144
3226	OCEAN GROVE	422	0.8440	Metropolitan	77951983
3227	BARWON HEADS	245	0.4900	Metropolitan	50128794
3228	BELLBRAE	537	1.0740	Rural	92682809
3230	ANGLESEA	109	0.2180	Rural	18298530
3231	AIREYS INLET	60	0.1200	Rural	16095008
3232	LORNE	61	0.1220	Rural	12883280
3233	APOLLO BAY	71	0.1420	Rural	16382148
3235	BOONAH	14	0.0280	Rural	2281409
3236	FORREST	4	0.0080	Rural	49420
3237	BEECH FOREST	3	0.0060	Rural	464000
3238	GLENAIRE	6	0.0120	Rural	525132
3239	GELLIBRAND	5	0.0100	Rural	335352
3240	BUCKLEY	46	0.0920	Rural	5226880
3241	BAMBRA	53	0.1060	Rural	3182330
3242	BIRREGURRA	30	0.0600	Rural	2412417
3243	BARWON DOWNS	10	0.0200	Rural	1243081
3249	ALVIE	53	0.1060	Rural	5871839
3250	BEEAC	207	0.4140	Metropolitan	22653549
3251	BEEAC	8	0.0160	Rural	134250
3254	COROROOKE	3	0.0060	Rural	229950
3260	BOOKAAR	77	0.1540	Rural	6536155
3264	TERANG	26	0.0520	Rural	1576834
3265	BOORCAN	29	0.0580	Rural	3385583
3266	COBDEN	37	0.0740	Rural	1834780
3267	SCOTTS CREEK	3	0.0060	Rural	31223
3268	AYRFORD	37	0.0740	Rural	2866326
3269	PORT CAMPBELL	21	0.0420	Rural	1424098
3270	PETERBOROUGH	11	0.0220	Rural	2157839
3271	DARLINGTON	2	0.0040	Rural	105001
3272	MORTLAKE	30	0.0600	Rural	2503335
3273	HEXHAM	2	0.0040	Rural	82395
3274	CARAMUT	8	0.0160	Rural	562833
3275	MAILORS FLAT	13	0.0260	Rural	2082946
3276	WOOLSTHORPE	5	0.0100	Rural	301000
3277	ALLANSFORD	47	0.0940	Rural	6126635
3278	PURNIM	4	0.0080	Rural	168065
3279	BALLANGEICH	3	0.0060	Rural	109880
3280	DENNINGTON	465	0.9300	Rural	75196432
3281	BUSHFIELD	39	0.0780	Rural	3740474
3282	ILLOWA	54	0.1080	Rural	5899643
3283	CROSSLEY	32	0.0640	Rural	3816055
3284	ORFORD	73	0.1460	Rural	12803812
3285	NARRAWONG	29	0.0580	Rural	3290801
3286	MACARTHUR	9	0.0180	Rural	276847
3287	HAWKESDALE	7	0.0140	Rural	374900
3289	PENSHURST	14	0.0280	Rural	1016085
3292	NELSON	9	0.0180	Rural	616555
3293	GLENTHOMPSON	4	0.0080	Rural	56682
3294	DUNKELD	35	0.0700	Rural	4589545
3300	BYADUK NORTH	229	0.4580	Rural	21944541
3301	BROADWATER	21	0.0420	Rural	3130540
3302	BRANXHOLME	3	0.0060	Rural	343000
3303	Dunrobin	3	0.0060	Rural	38850
3304	BESSIEBELLE	35	0.0700	Metropolitan	2807026
3305	ALLESTREE	227	0.4540	Metropolitan	18784857
3309	DIGBY	2	0.0040	Rural	23070
3310	MERINO	4	0.0080	Rural	129592
3311	CASTERTON	23	0.0460	Rural	1272379
3312	DERGHOLM	8	0.0160	Rural	1213204
3314	BULART	9	0.0180	Rural	864789
3315	COLERAINE	25	0.0500	Rural	1028045
3317	HARROW	4	0.0080	Metropolitan	342662
3318	CHARAM	12	0.0240	Rural	1661017
3319	APSLEY	4	0.0080	Rural	69247
3321	INVERLEIGH	54	0.1080	Rural	5623210
3322	CRESSY	4	0.0080	Rural	182804
3323	BERRYBANK	5	0.0100	Rural	611477
3324	LISMORE	9	0.0180	Rural	597725
3325	DERRINALLUM	14	0.0280	Rural	967994
3328	TEESDALE	58	0.1160	Rural	6208938
3329	SHELFORD	5	0.0100	Rural	752984
3330	ROKEWOOD	6	0.0120	Rural	716536
3331	BANNOCKBURN	202	0.4040	Metropolitan	20508277
3332	LETHBRIDGE	26	0.0520	Rural	2580443
3333	BAMGANIE	17	0.0340	Rural	1213744
3334	BUNGAL	9	0.0180	Rural	1078507
3335	PLUMPTON	413	0.8260	Metropolitan	87485792
3337	KURUNJANG	633	1.2660	Metropolitan	158846567
3338	BROOKFIELD	506	1.0120	Metropolitan	103636670
3340	BACCHUS MARSH	455	0.9100	Metropolitan	61974987
3341	DALES CREEK	30	0.0600	Rural	2856509
3342	BALLAN	81	0.1620	Rural	13350248
3345	GORDON	30	0.0600	Rural	3824556
3350	ALFREDTON	1070	2.1400	Metropolitan	181733232
3351	BERRINGA	176	0.3520	Rural	16473832
3352	BOLWARRAH	369	0.7380	Rural	63274826
3353	BALLARAT	68	0.1360	Rural	7882667
3354	BAKERY HILL	1	0.0020	Rural	14168
3355	LAKE GARDENS	162	0.3240	Rural	22465573
3356	DELACOMBE	355	0.7100	Rural	60657054
3357	BUNINYONG	83	0.1660	Rural	10698101
3360	HAPPY VALLEY	16	0.0320	Rural	874447
3361	CARRANBALLAC	7	0.0140	Rural	298146
3363	CRESWICK	64	0.1280	Rural	6338150
3364	ALLENDALE	54	0.1080	Rural	5190873
3370	CLUNES	40	0.0800	Rural	3039123
3371	AMHERST	21	0.0420	Rural	623927
3373	BEAUFORT	73	0.1460	Rural	12650149
3374	GREAT WESTERN	7	0.0140	Rural	453960
3375	BALLYROGAN	4	0.0080	Rural	394587
3377	ARARAT	163	0.3260	Metropolitan	226052879
3378	TATYOON	2	0.0040	Rural	476294
3379	CHATSWORTH	11	0.0220	Rural	543801
3380	STAWELL	89	0.1780	Rural	9364341
3381	BELLELLEN	46	0.0920	Metropolitan	6610222
3384	BARKLY	12	0.0240	Rural	1128076
3385	DADSWELLS BRIDGE	9	0.0180	Rural	1141801
3387	CALLAWADDA	7	0.0140	Rural	814565
3388	RUPANYUP	11	0.0220	Rural	853611
3390	KEWELL	18	0.0360	Rural	859748
3392	BOOLITE	8	0.0160	Rural	834617
3393	CANNUM	49	0.0980	Rural	3712436
3395	BEULAH	4	0.0080	Rural	566455
3396	HOPETOUN	21	0.0420	Rural	2015756
3400	HORSHAM	278	0.5560	Metropolitan	43884958
3401	BRIMPAEN	95	0.1900	Metropolitan	15410334
3402	HORSHAM	10	0.0200	Rural	2927184
3407	BALMORAL	4	0.0080	Rural	194197
3409	ARAPILES	18	0.0360	Rural	2052105
3412	GOROKE	7	0.0140	Rural	58935
3413	NEUARPURR	1	0.0020	Rural	25000
3414	ANTWERP	28	0.0560	Rural	1643812
3415	MIRAM	1	0.0020	Rural	225000
3418	BROUGHTON	60	0.1200	Rural	4600860
3419	KANIVA	15	0.0300	Rural	754299
3420	SERVICETON	2	0.0040	Rural	192713
3423	JEPARIT	8	0.0160	Rural	580500
3424	RAINBOW	9	0.0180	Rural	566408
3427	DIGGERS REST	27	0.0540	Metropolitan	2998662
3428	BULLA	11	0.0220	Metropolitan	6666474
3429	SUNBURY	531	1.0620	Metropolitan	86709987
3430	CLARKEFIELD	3	0.0060	Metropolitan	48720
3431	RIDDELLS CREEK	105	0.2100	Metropolitan	8208208
3432	BOLINDA	7	0.0140	Rural	400465
3433	MONEGEETTA	3	0.0060	Rural	723868
3434	ROMSEY	78	0.1560	Metropolitan	8990509
3435	BENLOCH	80	0.1600	Rural	7025213
3437	BULLENGAROOK	287	0.5740	Metropolitan	45778430
3438	NEW GISBORNE	39	0.0780	Rural	4534649
3440	MACEDON	21	0.0420	Rural	4211446
3441	MOUNT MACEDON	25	0.0500	Rural	3550360
3442	ASHBOURNE	151	0.3020	Rural	28108448
3444	BARFOLD	240	0.4800	Rural	28407623
3446	DRUMMOND NORTH	36	0.0720	Rural	43909606
3447	TARADALE	8	0.0160	Rural	374053
3448	ELPHINSTONE	19	0.0380	Rural	3023657
3450	CASTLEMAINE	176	0.3520	Rural	76922090
3451	BARKERS CREEK	129	0.2580	Rural	13881388
3453	HARCOURT	37	0.0740	Rural	4273546
3458	BLACKWOOD	86	0.1720	Metropolitan	10744508
3460	BASALT	84	0.1680	Rural	8312376
3461	BULLARTO	127	0.2540	Rural	14971322
3462	GREEN GULLY	27	0.0540	Rural	2431574
3463	BARINGHUP	49	0.0980	Rural	4743811
3464	CARISBROOK	34	0.0680	Rural	2265401
3465	ALMA	185	0.3700	Metropolitan	19526560
3467	AVOCA	28	0.0560	Rural	999886
3468	AMPHITHEATRE	6	0.0120	Rural	556132
3469	ELMHURST	3	0.0060	Rural	830500
3472	BET BET	47	0.0940	Rural	891003
3475	BEALIBA	6	0.0120	Rural	218820
3477	CARAPOOEE WEST	15	0.0300	Rural	1814110
3478	MOONAMBEL	47	0.0940	Rural	3951891
3480	CARRON	38	0.0760	Rural	2261567
3482	MORTON PLAINS	2	0.0040	Rural	2700
3483	BALLAPUR	40	0.0800	Rural	3349250
3485	BANYAN	6	0.0120	Rural	143924
3488	SPEED	2	0.0040	Rural	274595
3490	KULWIN	27	0.0540	Rural	6426675
3491	PATCHEWOLLOCK	1	0.0020	Rural	489858
3494	COLIGNAN	10	0.0200	Rural	411350
3496	CARDROSS	118	0.2360	Rural	9766201
3498	IRYMPLE	113	0.2260	Rural	12065349
3500	MILDURA	277	0.5540	Rural	35574999
3501	HATTAH	48	0.0960	Rural	2970707
3502	MILDURA	291	0.5820	Rural	35951450
3505	BIRDWOODTON	74	0.1480	Rural	4238242
3507	WALPEUP	1	0.0020	Rural	19000
3509	UNDERBOOL	3	0.0060	Rural	320784
3512	CARINA	3	0.0060	Rural	42484
3515	MARONG	66	0.1320	Rural	10426052
3516	BRIDGEWATER	21	0.0420	Rural	1212171
3517	GLENALBYN	31	0.0620	Rural	1431866
3518	BERRIMAL	30	0.0600	Rural	4446197
3520	KORONG VALE	2	0.0040	Rural	35567
3521	PYALONG	12	0.0240	Rural	917753
3522	GLENHOPE EAST	9	0.0180	Rural	1008590
3523	ARGYLE	85	0.1700	Rural	5560445
3525	BUCKRABANYULE	48	0.0960	Rural	23123651
3527	BUNGULUKE	21	0.0420	Rural	1087167
3529	KALPIENUNG	1	0.0020	Rural	29800
3530	CULGOA	2	0.0040	Rural	123600
3531	BERRIWILLOCK	6	0.0120	Rural	1437899
3533	NINDA	18	0.0360	Rural	1116525
3537	BARRAPORT	23	0.0460	Rural	1913164
3540	OAKVALE	2	0.0040	Rural	91801
3542	LALBERT	4	0.0080	Rural	252700
3544	SPRINGFIELD	7	0.0140	Rural	329931
3546	MANANGATANG	7	0.0140	Rural	328500
3549	ANNUELLO	42	0.0840	Rural	4393855
3550	BENDIGO	788	1.5760	Rural	125638272
3551	ARNOLD	1013	2.0260	Rural	123310989
3552	BENDIGO	44	0.0880	Rural	23003612
3555	BIG HILL	397	0.7940	Rural	53906996
3556	CALIFORNIA GULLY	306	0.6120	Rural	38446436
3557	BARNADOWN	19	0.0380	Rural	2302118
3558	COROP WEST	20	0.0400	Rural	2167702
3559	BURRAMBOOT	10	0.0200	Rural	975223
3561	BALLENDELLA	102	0.2040	Rural	6474707
3562	TORRUMBARRY	7	0.0140	Rural	576706
3563	LOCKINGTON	12	0.0240	Rural	825569
3564	ECHUCA	372	0.7440	Rural	43404531
3565	KOTTA	1	0.0020	Rural	9190
3566	GUNBOWER	5	0.0100	Rural	45362
3567	LEITCHVILLE	4	0.0080	Rural	128148
3568	BURKES BRIDGE	63	0.1260	Metropolitan	5509834
3570	KAMAROOKA	9	0.0180	Rural	745662
3571	DINGEE	4	0.0080	Rural	416180
3572	TENNYSON	3	0.0060	Rural	351721
3573	CALIVIL	6	0.0120	Rural	622327
3575	MINCHA	19	0.0380	Rural	1861283
3579	APPIN SOUTH	79	0.1580	Metropolitan	26959580
3580	KOONDROOK	22	0.0440	Rural	1385055
3581	LAKE CHARM	3	0.0060	Rural	488019
3583	TRESCO	2	0.0040	Rural	42400
3584	LAKE BOGA	22	0.0440	Rural	343100
3585	CASTLE DONNINGTON	229	0.4580	Rural	25827939
3586	MURRAWEE	13	0.0260	Rural	772520
3588	WOORINEN SOUTH	1	0.0020	Rural	5500
3589	WOORINEN	8	0.0160	Rural	1182409
3590	BEVERFORD	3	0.0060	Rural	57500
3591	VINIFERA	1	0.0020	Rural	8000
3594	NYAH	10	0.0200	Rural	609942
3595	NYAH WEST	8	0.0160	Rural	82805
3596	TOWAN	5	0.0100	Rural	301136
3597	LAKE POWELL	7	0.0140	Rural	400579
3599	BOUNDARY BEND	4	0.0080	Rural	320285
3607	TABILK	3	0.0060	Rural	69795
3608	BAILIESTON	77	0.1540	Rural	11102901
3610	DHURRINGILE	19	0.0380	Rural	3370735
3612	RUSHWORTH	22	0.0440	Rural	1783066
3614	TOOLAMBA	20	0.0400	Rural	2203584
3616	COOMA	100	0.2000	Rural	11728384
3617	BYRNESIDE	1	0.0020	Rural	1500
3618	MERRIGUM	7	0.0140	Rural	595461
3619	KYABRAM	7	0.0140	Rural	264855
3620	KYABRAM	93	0.1860	Rural	14716565
3621	KYVALLEY	25	0.0500	Rural	692985
3622	KOYUGA	3	0.0060	Rural	216000
3623	STANHOPE	12	0.0240	Rural	4324542
3624	GIRGARRE	4	0.0080	Rural	95388
3629	ARDMONA	80	0.1600	Rural	5548581
3630	SHEPPARTON	412	0.8240	Rural	62522828
3631	ARCADIA	276	0.5520	Rural	31766979
3632	SHEPPARTON	23	0.0460	Rural	2531829
3633	CONGUPNA	12	0.0240	Rural	900684
3634	BUNBARTHA	22	0.0440	Rural	1937108
3635	KAARIMBA	14	0.0280	Rural	674767
3636	DRUMANURE	92	0.1840	Rural	8252452
3637	WAAIA	12	0.0240	Rural	863713
3638	KOTUPNA	40	0.0800	Rural	4202697
3639	BARMAH	6	0.0120	Rural	250104
3640	KATUNGA	16	0.0320	Rural	3394266
3641	BEARII	28	0.0560	Rural	1919810
3643	COBRAM	14	0.0280	Rural	953748
3644	COBRAM	100	0.2000	Rural	12289383
3646	DOOKIE	9	0.0180	Rural	1089997
3647	DOOKIE COLLEGE	2	0.0040	Rural	1016500
3649	KATAMATITE	11	0.0220	Rural	810352
3658	BROADFORD	119	0.2380	Rural	11930460
3659	TALLAROOK	8	0.0160	Rural	916995
3660	CAVEAT	111	0.2220	Rural	9720423
3661	SEYMOUR	3	0.0060	Rural	201924
3663	MANGALORE	5	0.0100	Rural	724793
3664	AVENEL	28	0.0560	Rural	2471244
3665	LOCKSLEY	4	0.0080	Rural	315400
3666	BALMATTUM	114	0.2280	Rural	9976064
3669	BOHO	33	0.0660	Rural	3388909
3670	BADDAGINNIE	11	0.0220	Rural	432894
3671	BENALLA	2	0.0040	Rural	945691
3672	BENALLA	183	0.3660	Rural	11166711
3673	GOOMALIBEE	41	0.0820	Rural	3999883
3675	BOWEYA NORTH	27	0.0540	Rural	1298295
3676	WANGARATTA	26	0.0520	Rural	14085487
3677	WANGARATTA	309	0.6180	Rural	52519619
3678	BOORHAMAN	114	0.2280	Rural	15306499
3682	BORALMA	5	0.0100	Rural	94398
3683	CHILTERN	34	0.0680	Metropolitan	2443906
3685	BRIMIN	51	0.1020	Metropolitan	2795340
3687	WAHGUNYAH	42	0.0840	Metropolitan	5168122
3688	BARNAWARTHA	23	0.0460	Metropolitan	2951393
3689	WODONGA	16	0.0320	Rural	14697942
3690	WEST WODONGA	528	1.0560	Rural	80649616
3691	ALLANS FLAT	228	0.4560	Metropolitan	52960035
3695	HUON	4	0.0080	Rural	173111
3697	TAWONGA	7	0.0140	Rural	223067
3698	TAWONGA SOUTH	21	0.0420	Rural	1984145
3699	BOGONG	53	0.1060	Rural	4627963
3700	BULLIOH	28	0.0560	Rural	3733614
3701	DARTMOUTH	21	0.0420	Rural	1436983
3705	CUDGEWA	5	0.0100	Rural	909540
3707	BIGGARA	37	0.0740	Rural	2256707
3709	WALWA	2	0.0040	Rural	29618
3711	BUXTON	28	0.0560	Rural	3636913
3712	RUBICON	7	0.0140	Rural	514000
3713	EILDON	37	0.0740	Rural	3650099
3714	ACHERON	81	0.1620	Rural	5662095
3715	MERTON	7	0.0140	Metropolitan	793060
3717	FLOWERDALE	61	0.1220	Metropolitan	8190082
