postcode	suburb	no_permits	opacity	type	cost_of_works
3718	MOLESWORTH	3	0.0060	Rural	188400
3719	GOBUR	15	0.0300	Rural	1440172
3720	BONNIE DOON	49	0.0980	Metropolitan	4521300
3722	BARWITE	96	0.1920	Rural	11254746
3723	BARJARG	69	0.1380	Rural	8555284
3724	MANSFIELD	29	0.0580	Rural	2842217
3725	BOXWOOD	8	0.0160	Rural	638338
3726	DEVENISH	5	0.0100	Rural	525879
3727	LAKE ROWAN	5	0.0100	Rural	782220
3728	TUNGAMAH	16	0.0320	Rural	1117342
3730	BATHUMI	261	0.5220	Metropolitan	27212412
3732	MOYHU	5	0.0100	Rural	132090
3733	WHITFIELD	5	0.0100	Rural	601500
3735	BOWMANS FOREST	2	0.0040	Rural	164000
3736	MYRTLEFORD	3	0.0060	Rural	314954
3737	BUFFALO RIVER	87	0.1740	Rural	6390698
3738	OVENS	1	0.0020	Rural	4500
3739	EUROBIN	5	0.0100	Rural	231909
3740	BUCKLAND	36	0.0720	Rural	3208485
3741	BRIGHT	105	0.2100	Rural	8466221
3744	WANDILIGONG	15	0.0300	Rural	1458510
3746	ELDORADO	7	0.0140	Rural	422145
3747	BEECHWORTH	120	0.2400	Metropolitan	14592932
3749	BRUARONG	62	0.1240	Rural	5557322
3750	WOLLERT	429	0.8580	Metropolitan	96447348
3751	WOODSTOCK	3	0.0060	Metropolitan	93085
3752	SOUTH MORANG	243	0.4860	Metropolitan	49977730
3753	BEVERIDGE	91	0.1820	Metropolitan	19559197
3754	DOREEN	1207	2.4140	Metropolitan	254057432
3755	YAN YEAN	1	0.0020	Metropolitan	100000
3756	CHINTIN	298	0.5960	Metropolitan	55689508
3757	EDEN PARK	172	0.3440	Metropolitan	29431274
3758	HEATHCOTE JUNCTION	29	0.0580	Rural	2686695
3759	PANTON HILL	19	0.0380	Metropolitan	1102200
3760	SMITHS GULLY	7	0.0140	Metropolitan	348310
3761	ST ANDREWS	17	0.0340	Metropolitan	1763819
3762	BYLANDS	2	0.0040	Rural	14700
3763	KINGLAKE	43	0.0860	Rural	3612315
3764	GLENAROUA	277	0.5540	Metropolitan	54968963
3765	MONTROSE	92	0.1840	Metropolitan	6568981
3766	KALORAMA	3	0.0060	Metropolitan	76501
3767	MOUNT DANDENONG	28	0.0560	Metropolitan	3589277
3770	COLDSTREAM	45	0.0900	Metropolitan	4003588
3775	CHRISTMAS HILLS	87	0.1740	Metropolitan	11010174
3777	BADGER CREEK	132	0.2640	Metropolitan	12100807
3778	NARBETHONG	6	0.0120	Rural	828977
3779	MARYSVILLE	40	0.0800	Rural	29738991
3781	COCKATOO	55	0.1100	Metropolitan	3857383
3782	AVONSLEIGH	92	0.1840	Metropolitan	22318460
3783	GEMBROOK	55	0.1100	Metropolitan	6412782
3786	FERNY CREEK	19	0.0380	Metropolitan	3002205
3787	SASSAFRAS	5	0.0100	Metropolitan	220840
3788	OLINDA	27	0.0540	Metropolitan	1545993
3789	SHERBROOKE	3	0.0060	Metropolitan	1013752
3791	KALLISTA	18	0.0360	Metropolitan	1045201
3792	THE PATCH	9	0.0180	Metropolitan	515255
3793	MONBULK	28	0.0560	Metropolitan	2015016
3795	SILVAN	17	0.0340	Metropolitan	1535610
3796	MOUNT EVELYN	113	0.2260	Metropolitan	10988357
3797	GLADYSDALE	50	0.1000	Metropolitan	5176630
3799	EAST WARBURTON	68	0.1360	Metropolitan	4943790
3802	ENDEAVOUR HILLS	139	0.2780	Metropolitan	9932302
3803	HALLAM	83	0.1660	Metropolitan	18266242
3804	NARRE WARREN EAST	147	0.2940	Metropolitan	21597193
3805	FOUNTAIN GATE	528	1.0560	Metropolitan	70619207
3806	BERWICK	504	1.0080	Metropolitan	111593366
3807	BEACONSFIELD	98	0.1960	Metropolitan	15800843
3808	BEACONSFIELD UPPER	46	0.0920	Metropolitan	5556791
3809	OFFICER	322	0.6440	Metropolitan	92957910
3810	PAKENHAM	889	1.7780	Metropolitan	198962371
3812	MARYKNOLL	28	0.0560	Metropolitan	2217112
3813	TYNONG	13	0.0260	Metropolitan	3591861
3814	CORA LYNN	35	0.0700	Metropolitan	4414076
3815	BUNYIP	64	0.1280	Metropolitan	6764633
3816	LABERTOUCHE	72	0.1440	Metropolitan	12568972
3818	ATHLONE	329	0.6580	Rural	46874798
3820	LILLICO	413	0.8260	Rural	66423088
3821	BRANDY CREEK	66	0.1320	Rural	4640977
3822	CLOVERLEA	32	0.0640	Rural	1474441
3823	ALLAMBEE	59	0.1180	Rural	5794084
3824	NARRACAN	92	0.1840	Rural	7256092
3825	ERICA	254	0.5080	Rural	21421486
3831	NEERIM	46	0.0920	Rural	4881345
3832	NAYOOK	6	0.0120	Rural	255571
3833	NOOJEE	8	0.0160	Rural	2723892
3835	THORPDALE	9	0.0180	Rural	1115770
3840	HAZELWOOD	212	0.4240	Rural	29284962
3842	CHURCHILL	57	0.1140	Rural	4960960
3844	CALLIGNEE	471	0.9420	Rural	65529511
3847	NAMBROK	51	0.1020	Rural	6732879
3850	SALE	264	0.5280	Rural	30188505
3851	AIRLY	155	0.3100	Metropolitan	15793077
3853	SALE	2	0.0040	Rural	10569000
3854	GLENGARRY	32	0.0640	Rural	1867342
3856	TOONGABBIE	23	0.0460	Rural	1519675
3857	COWWARR	7	0.0140	Rural	407780
3858	DAWSON	100	0.2000	Rural	6122309
3859	MAFFRA WEST UPPER	17	0.0340	Rural	1017330
3860	BOISDALE	165	0.3300	Rural	12882438
3862	COBBANNAH	64	0.1280	Rural	4451885
3864	FERNBANK	10	0.0200	Rural	822248
3865	LINDENOW	11	0.0220	Rural	772473
3869	YINNAR	18	0.0360	Rural	1578121
3870	BOOLARRA	28	0.0560	Rural	1805994
3871	BAROMI	56	0.1120	Rural	5679018
3873	GORMANDALE	1	0.0020	Rural	0
3874	MCLOUGHLINS BEACH	16	0.0320	Rural	969442
3875	BAIRNSDALE	454	0.9080	Metropolitan	74710889
3878	EAGLE POINT	25	0.0500	Rural	3931656
3880	PAYNESVILLE	106	0.2120	Rural	18927295
3882	NICHOLSON	20	0.0400	Rural	1895082
3885	BRUTHEN	16	0.0320	Rural	1070684
3886	NEWMERELLA	5	0.0100	Rural	891600
3887	NOWA NOWA	2	0.0040	Rural	24800
3888	BENDOC	53	0.1060	Rural	3700903
3889	BEMM RIVER	2	0.0040	Rural	516810
3890	CANN RIVER	6	0.0120	Rural	451970
3892	MALLACOOTA	22	0.0440	Rural	2843528
3893	TAMBO CROSSING	1	0.0020	Rural	12500
3895	ENSAY	2	0.0040	Rural	530000
3896	SWIFTS CREEK	8	0.0160	Rural	232058
3898	CASSILIS	22	0.0440	Rural	3154168
3900	BENAMBRA	3	0.0060	Rural	419870
3902	JOHNSONVILLE	9	0.0180	Rural	1070347
3903	SWAN REACH	12	0.0240	Rural	1994002
3904	METUNG	50	0.1000	Rural	7980073
3909	KALIMNA	146	0.2920	Rural	13859492
3910	LANGWARRIN	300	0.6000	Metropolitan	42912509
3911	BAXTER	45	0.0900	Metropolitan	5688402
3912	PEARCEDALE	181	0.3620	Metropolitan	29554093
3913	TYABB	62	0.1240	Metropolitan	8793417
3915	HASTINGS	104	0.2080	Metropolitan	24137325
3916	MERRICKS	50	0.1000	Metropolitan	24605047
3918	BITTERN	70	0.1400	Metropolitan	4565221
3919	CRIB POINT	37	0.0740	Metropolitan	3871701
3921	FRENCH ISLAND	3	0.0060	Metropolitan	950000
3922	COWES	368	0.7360	Metropolitan	47989348
3923	RHYLL	25	0.0500	Metropolitan	8078850
3925	CAPE WOOLAMAI	98	0.1960	Metropolitan	9669371
3926	BALNARRING	92	0.1840	Metropolitan	15025788
3927	SOMERS	40	0.0800	Metropolitan	7120289
3928	MAIN RIDGE	13	0.0260	Metropolitan	4207143
3929	FLINDERS	66	0.1320	Metropolitan	26032183
3930	MOUNT ELIZA	301	0.6020	Metropolitan	46404328
3931	MORNINGTON	414	0.8280	Metropolitan	91836536
3933	MOOROODUC	23	0.0460	Metropolitan	1503871
3934	MOUNT MARTHA	388	0.7760	Metropolitan	64549150
3936	ARTHURS SEAT	341	0.6820	Metropolitan	67415785
3937	RED HILL	50	0.1000	Metropolitan	11571027
3938	MCCRAE	93	0.1860	Metropolitan	10755004
3939	BONEO	317	0.6340	Metropolitan	44658708
3940	ROSEBUD WEST	62	0.1240	Metropolitan	9688312
3941	RYE	335	0.6700	Metropolitan	38704371
3942	BLAIRGOWRIE	168	0.3360	Metropolitan	26431018
3943	SORRENTO	144	0.2880	Metropolitan	40233232
3944	PORTSEA	91	0.1820	Metropolitan	26517343
3945	JEETHO	21	0.0420	Rural	930421
3946	BENA	3	0.0060	Rural	452908
3950	KARDELLA SOUTH	91	0.1820	Rural	10347635
3951	ARAWATA	33	0.0660	Rural	3707038
3953	BERRYS CREEK	139	0.2780	Rural	16404849
3954	KOONWARRA	8	0.0160	Rural	1403787
3956	DUMBALK	104	0.2080	Rural	9389192
3957	STONY CREEK	5	0.0100	Rural	321832
3958	BUFFALO	1	0.0020	Rural	96150
3959	FISH CREEK	60	0.1200	Rural	6444142
3960	BOOLARONG	76	0.1520	Rural	8447942
3962	AGNES	19	0.0380	Rural	2041826
3964	PORT FRANKLIN	7	0.0140	Rural	84670
3965	PORT WELSHPOOL	15	0.0300	Rural	412592
3966	BINGINWARRI	12	0.0240	Rural	585759
3967	HEDLEY	4	0.0080	Rural	268200
3971	ALBERTON	89	0.1780	Rural	9616530
3975	LYNBROOK	185	0.3700	Metropolitan	30703064
3976	HAMPTON PARK	153	0.3060	Metropolitan	20707522
3977	BOTANIC RIDGE	1904	3.8080	Metropolitan	351613658
3978	CARDINIA	837	1.6740	Metropolitan	192524688
3979	KERNOT	1	0.0020	Rural	7480
3980	BLIND BIGHT	34	0.0680	Metropolitan	3068100
3981	BAYLES	94	0.1880	Metropolitan	12528750
3984	ADAMS ESTATE	126	0.2520	Metropolitan	11509580
3987	NYORA	23	0.0460	Metropolitan	1151260
3988	MOUNTAIN VIEW	20	0.0400	Rural	1685472
3990	GLEN FORBES	1	0.0020	Rural	80000
3991	BASS	8	0.0160	Rural	1160085
3992	DALYSTON	22	0.0440	Rural	2903474
3995	CAPE PATERSON	253	0.5060	Rural	32173315
3996	INVERLOCH	210	0.4200	Metropolitan	25813663
8002	EAST MELBOURNE	6	0.0120	Metropolitan	1158070
8012	DOCKLANDS	7	0.0140	Metropolitan	1303092
